key,count
apod---lepr,13
sftpa1---tlr2,13
efnb1---epha6,13
sfrp1---fzd2,13
gip---dpp4,13
il6---il6st,13
hla-b---lilrb1,13
tnc---cntn1,13
il6---il6r,13
gnai2---oprd1,13
kng1---gpr135,13
hla-c---lilrb1,13
cxcl2---xcr1,13
lif---il6st,13
plg---plaur,13
wnt7a---fzd10,13
hla-b---lilrb2,13
gdf11---acvr2a,13
cd48---cd244,13
vtn---itga8,13
calcb---ramp1,13
gdf11---acvr2b,13
wnt7b---fzd1,13
hmgb1---thbd,13
sema6d---tyrobp,13
crp---olr1,13
il3---csf2rb,13
hp---itgb2,13
hras---cav1,13
hsp90aa1---cftr,13
hsp90aa1---fgfr3,13
madcam1---itga4,13
il25---il17rb,13
wnt7b---fzd10,13
anxa1---egfr,13
hla-g---klrd1,13
sema6d---trem2,13
ghrl---mlnr,13
penk---ogfr,13
calca---ramp1,13
tnfsf12---tnfrsf25,13
tnfsf13---fas,13
vtn---itgav,13
tnfsf13---tnfrsf14,13
efnb2---rhbdl2,13
cxcl5---ackr1,13
tnfsf13---tnfrsf1a,13
vtn---plaur,13
cd6---alcam,13
tnfsf15---tnfrsf6b,13
angptl3---itga5,13
tnfsf13---tnfrsf11b,13
igf1---insr,13
dhh---hhip,13
ccl14---ackr1,13
dhh---cdon,13
il12b---il23r,13
ntf4---ntrk1,13
il12b---il12rb2,13
adm2---ramp1,13
apob---lrp6,13
bmp2---eng,13
adm2---calcr,13
pcsk9---vldlr,13
il12a---cd28,13
ccl13---ackr1,13
gdf7---acvr2a,13
adm---mrgprx2,13
gnrh2---gnrhr,13
ccl28---ackr2,13
l1cam---egfr,13
l1cam---ephb2,13
l1cam---erbb2,13
bmp10---acvr2a,13
vegfb---nrp1,13
il15---il2rb,13
bmp10---bmpr1a,13
fga---itga5,13
mmp13---lrp1,13
ncam1---robo1,13
gdf5---acvr2a,13
ifnl2---ifnlr1,13
ifnl2---il10rb,13
ifnl3---il10rb,13
lamb1---itgb1,13
lamb1---itga6,13
nrg1---erbb2,13
bmp2---acvr1,13
bmp10---eng,13
vcan---selp,13
ihh---boc,13
vcan---cd44,13
ihh---ptch2,13
adam10---epha3,13
vcam1---itgad,13
lama1---rpsa,13
proc---thbd,13
defb4b---ccr6,13
adam2---itgb7,13
adam15---itga5,13
rnase2---tlr2,13
adam15---itgav,13
adam2---itga9,13
vcam1---itga4,13
adam17---erbb4,13
kitlg---epor,13
adam28---itga4,13
adm---gpr182,13
f2---gp9,13
gdf7---bmpr2,13
igfbp4---lrp6,13
defb103a---ccr6,13
f2---itga2b,13
defb1---ccr6,13
igfl1---igflr1,13
vcan---tlr2,13
fbln1---itgb1,13
gdf9---bmpr1a,13
scgb1a1---lrp2,13
f7---f3,13
f8---ldlr,13
cxcl10---sdc4,13
bmp7---bmpr2,13
bmp7---eng,13
f9---lrp1,13
ccl11---ackr1,13
ifna14---ifnar2,13
il1b---il1rap,13
ifna16---ifnar1,13
camp---fpr2,13
ptgs2---ptgdr2,13
ifna17---ifnar1,13
ifna2---ifnar2,13
inhba---eng,13
gpc3---cd81,13
nxph2---nrxn1,13
il1a---il1rap,13
fn1---col13a1,13
gdf2---acvr2b,13
ifna21---ifnar1,13
ifna4---ifnar1,13
fn1---itga5,13
sema3b---nrp2,13
il1b---adrb2,13
fgf11---fgfr4,13
fgf11---fgfr3,13
fgf11---fgfr2,13
fgf11---fgfr1,13
lamc2---itgb4,13
lamc2---itgb1,13
lamc2---itga6,13
lamc2---itga3,13
mdk---lrp2,13
sema3d---nrp1,13
calr---itga2b,13
mdk---itgb1,13
ifna1---ifnar1,13
npy---npffr2,13
gdf2---acvr1,13
gnas---lhcgr,13
gdf2---acvr2a,13
ifna10---ifnar2,13
ahsg---insr,13
pdgfc---kdr,13
gpha2---tshr,13
agrp---mc4r,13
psen1---notch4,13
agrn---atp1a3,13
fgf1---cd44,13
ntng1---lrrc4c,13
pip---cd4,13
a2m---lrp1,13
il16---kcnj4,13
il16---kcnj15,13
gpc3---igf1r,13
ghrl---ghrhr,13
ntn1---unc5b,13
inhba---acvr1,13
ccl7---ackr4,13
ifng---ifngr2,13
ntn1---unc5d,13
dkk2---kremen2,13
ifna5---ifnar1,13
ifna5---ifnar2,13
sema3b---nrp1,13
fn1---itgav,13
ifna6---ifnar2,13
pspn---gfra1,13
ifna7---ifnar1,13
gpi---amfr,13
il18---il1rapl1,13
il18---il18rap,13
il18---il18r1,13
fn1---itgb6,13
fn1---mag,13
fn1---sdc2,13
ucn3---il10rb,13
fn1---tnfrsf11b,13
fn1---tshr,13
ifna8---ifnar1,13
lrpap1---lrp1,13
wnt1---lrp6,13
cntn4---ptprg,13
wnt1---ryk,13
fgf21---fgfr4,13
shh---ptch2,13
fgf21---fgfr3,13
c5---c5ar2,13
fgf21---fgfr1,13
tac3---tacr2,13
cfh---sell,13
app---gpc1,13
col4a1---cd93,13
col3a1---mag,13
hebp1---fpr3,13
nid2---col13a1,13
col3a1---ddr1,13
c1qtnf5---mfrp,13
col2a1---tnfrsf10a,13
wnt2---fzd8,13
tgfa---erbb2,13
app---cav1,13
hbegf---cd44,13
wnt3a---apcdd1,13
hbegf---cd9,13
efemp1---egfr,13
wnt3---ryk,13
wnt3---lrp6,13
shh---gpc5,13
nodal---acvr2a,13
lrpap1---lrp2,13
edn2---kel,13
hla-a---erbb2,13
tf---tfr2,13
hla-a---aplp2,13
col4a2---cd93,13
wnt1---fzd9,13
cntf---il6st,13
lrpap1---sorl1,13
c1qtnf1---avpr2,13
tg---asgr1,13
gnai2---cnr1,13
col1a1---ddr2,13
tgfb2---eng,13
arf1---pld2,13
slit1---sdc1,13
arf1---insr,13
col1a1---itgb1,13
tgfb3---eng,13
c3---cr1,13
col1a2---cd93,13
asip---mc3r,13
tgfb3---tgfbr2,13
ccl24---ackr2,13
c4b---cd46,13
tgm2---sdc4,13
gnai2---igf1r,13
c3---lrp1,13
gnai2---lhcgr,13
thbs1---itga2b,13
thbs1---itga4,13
galp---galr3,13
c4b---cr1,13
wnt2---fzd7,13
asip---mc1r,13
asip---f11r,13
thbs2---notch3,13
col2a1---itgb1,13
asip---atrn,13
cfh---itgam,13
wnt2---fzd5,13
tgfb1---eng,13
edn1---kel,13
col1a1---cd93,13
tgfb1---itgb6,13
col18a1---gpc1,13
col18a1---gpc4,13
col18a1---itga5,13
col18a1---kdr,13
reln---itga3,13
cel---cxcr4,13
col1a1---cd36,13
c4bpa---cd40,13
c3---cd46,13
col2a1---itga2,13
wnt1---fzd1,13
cthrc1---fzd6,13
wnt3a---ryk,13
apoe---sorl1,13
tdgf1---acvr2a,13
ins---igf1r,13
ccl27---ackr2,13
qrfp---p2ry14,13
tdgf1---acvr1b,13
wnt3a---lrp6,13
gnai2---cav1,13
ltbp3---itgb5,13
ins---lrp2,13
wnt3a---lrp1,13
wnt4---fzd6,13
edn3---kel,13
cthrc1---fzd3,13
fgf3---fgfr4,13
nlgn2---nrxn3,13
clcf1---lifr,13
ltf---lrp1,13
cxcl12---itgb1,13
hsp90aa1---egfr,13
pla2g10---pla2r1,13
hla-a---lilrb2,13
calm3---mylk,12
tgfb2---acvr1,12
mdk---itga6,12
lama1---gpc1,12
spp1---itga5,12
bmp8b---bmpr1a,12
c3---cd19,12
bmp8b---bmpr1b,12
ccl3---ccr4,12
adam10---axl,12
vcan---egfr,12
myoc---fzd3,12
npy---fap,12
grn---sort1,12
btla---cd79a,12
asip---mc2r,12
btla---vtcn1,12
bmp6---acvr2a,12
nxph3---nrxn3,12
bmp6---bmpr2,12
f8---asgr2,12
lacrt---sdc1,12
ifna17---ifnar2,12
col14a1---cd44,12
pon2---htr2a,12
rbp4---stra6,12
faslg---tnfrsf1a,12
myoc---fzd1,12
gnas---ptgdr,12
tgfb1---itgav,12
gnai2---f2r,12
myoc---fzd10,12
il1f10---il1r1,12
rbp3---notch1,12
efna3---ephb6,12
ifna1---ifnar2,12
gzmb---chrm3,12
npy---mc4r,12
ifna16---ifnar2,12
tgm2---itgb1,12
fgf14---fgfr2,12
fgf14---fgfr3,12
fgf14---fgfr4,12
tdgf1---acvr1c,12
calm2---mylk,12
tgm2---itgb3,12
mbl2---cd93,12
nectin3---tigit,12
lcn2---lrp2,12
vip---sctr,12
olfm2---robo2,12
gnai2---adra2a,12
adam15---itgb3,12
matn1---itga1,12
ren---atp6ap2,12
omg---ngfr,12
spint1---st14,12
omg---rtn4rl1,12
adam2---cd9,12
thbs1---itga6,12
thbs1---lrp5,12
col9a3---mag,12
col9a2---mag,12
b2m---cd1b,12
c4a---c5ar2,12
tctn1---tmem67,12
icam4---rhag,12
gnas---avpr2,12
wnt4---fzd2,12
gnai2---fpr1,12
mdk---tspan1,12
col1a1---itga5,12
gnai2---adra2b,12
pthlh---prlhr,12
vim---cd44,12
alox5ap---alox5,12
lama1---itgb8,12
tgfb3---acvrl1,12
c3---itgam,12
adam23---itga5,12
efna5---ephb1,12
vcam1---itga9,12
slit2---dcc,12
col1a2---itga2,12
col1a2---itgb1,12
wnt7b---lrp5,12
icam1---il2rg,12
icam1---egfr,12
azgp1---itgav,12
ptma---vipr1,12
ptn---cdh10,12
fgf14---fgfr1,12
lama1---itgb4,12
pdgfb---art1,12
efna1---ephb1,12
gdf6---bmpr2,12
c1qa---cspg4,12
fga---itgam,12
fga---itgav,12
il15---il2ra,12
wnt3---fzd5,12
fga---itgax,12
rps19---c5ar1,12
gnai2---cxcr1,12
mfap2---notch1,12
ifna21---ifnar2,12
ccl7---ackr1,12
cthrc1---fzd5,12
gnai2---c5ar1,12
cntf---il6r,12
ulbp2---klrk1,12
cgn---f11r,12
fgb---itga5,12
cntf---lifr,12
efna1---ephb6,12
inha---acvr1,12
tfpi---lrp1,12
tfpi---vldlr,12
gnai2---cxcr2,12
dhh---boc,12
f11---gp1ba,12
f10---f3,12
rph3a---nrxn1,12
fcn2---lrp1,12
hbegf---cd82,12
gnai2---ccr5,12
rtn4---rtn4r,12
bmp2---acvr2a,12
dhh---ptch1,12
ncam1---gfra1,12
hbegf---prlr,12
inha---acvr2b,12
rtn4---ngfr,12
il13---il4r,12
ifnw1---ifnar2,12
ifnw1---ifnar1,12
ifnl3---ifnlr1,12
rtn4---tnfrsf19,12
muc7---sell,12
ifnl1---ifnlr1,12
psap---cd1b,12
mstn---acvr2b,12
bmp3---acvr2b,12
nodal---acvr2b,12
fga---cdh5,12
dhh---ptch2,12
lpl---sdc1,12
lpl---lrp2,12
lpl---lrp1,12
fbn1---itgb3,12
lpl---gpihbp1,12
fn1---itga8,12
fbn1---itgb1,12
lpa---lrp2,12
bmp5---bmpr1b,12
gnai2---agtr2,12
vegfd---flt4,12
fbn1---itga5,12
plat---lrp1,12
ifna4---ifnar2,12
myoc---fzd7,12
fn1---itga4,12
fn1---itga3,12
ptdss1---jmjd6,12
ptdss1---scarb1,12
gnai2---egfr,12
vegfd---kdr,12
fn1---itga2,12
asip---mc5r,12
asip---mc4r,12
igfl2---igflr1,12
bmp5---bmpr2,12
f13a1---itgb1,12
lama3---sdc2,12
mmp12---plaur,12
ccl8---ackr1,12
ntng2---lrrc4c,12
mfng---notch1,12
gnai2---ednra,12
gnas---vipr1,12
cntn2---cntnap2,12
gnas---tshr,12
ltbp1---itgb5,12
nts---ngfr,12
lpl---vldlr,12
fn1---plaur,12
fn1---nt5e,12
aanat---mtnr1b,12
aanat---mtnr1a,12
igfbp4---fzd8,12
vegfa---ephb2,12
vegfc---vipr2,12
fn1---itgb8,12
defb4a---ccr6,12
fn1---itgb3,12
cxcl12---ccr4,12
ifna8---ifnar2,12
ifna7---ifnar2,12
sema3a---nrp2,12
liph---lpar4,12
rgmb---neo1,12
wnt1---fzd3,12
col4a6---cd93,12
tnc---itga2,12
tnc---itga5,12
wnt1---fzd5,12
angpt2---tie1,12
tnfsf9---traf2,12
hsp90b1---lrp1,12
tnc---itga9,12
vwf---itga2b,12
cdh1---ptprf,12
tnfsf4---traf2,12
serping1---lrp1,12
vwf---gp1ba,12
liph---lpar2,12
orm1---ccr5,12
serpine2---lrp1,12
tnc---itga8,12
timp3---kdr,12
fgl1---egfr,12
pvr---cd226,12
csh2---prlr,12
inhbc---acvr1b,12
inhbc---acvr1,12
pyy---fap,12
hla-b---klrd1,12
madcam1---cd44,12
gstp1---traf2,12
il9---il2rg,12
hrg---fcgr1a,12
gnai2---mtnr1b,12
hla-b---canx,12
hras---tlr2,12
hras---insr,12
hla-a---lilrb1,12
pvr---tigit,12
plg---itgb2,12
csf2---il3ra,12
app---ngfr,12
vtn---tnfrsf11b,12
cshl1---ghr,12
col3a1---itgb1,12
gdf10---acvr1b,12
cd99---pilra,12
wnt1---lrp5,12
zg16b---cxcr4,12
saa1---fpr1,12
efnb3---rhbdl2,12
fgf7---fgfr4,12
col4a1---itgb8,12
efnb2---grm1,12
dscam---dcc,12
zg16b---tlr2,12
ccl21---cxcr3,12
anxa1---dysf,12
cshl1---prlr,12
zg16b---tlr4,12
col4a1---itga1,12
dsc1---dsg2,12
cdh1---itgae,12
col5a1---sdc3,12
col5a2---ddr1,12
b2m---hla-f,12
apela---aplnr,12
dsc2---dsg2,12
wnt1---fzd7,12
serpinc1---sdc2,12
serpina1---lrp1,12
lipc---lrp1,12
mmp7---erbb4,12
col2a1---itga2b,12
lin7c---abca1,12
mmp7---cd151,12
edil3---itgav,12
mmp2---sdc2,12
lin7c---htr2c,12
c4bpa---lrp1,12
hgf---st14,12
il33---il1rl1,12
angpt1---itgb1,12
timp2---itga3,12
gnai2---mtnr1a,12
saa1---scarb1,12
mia---cdh7,12
apob---lrp8,12
cd40lg---itgam,12
c4a---cr1,12
guca2b---gucy2d,12
calm1---grm4,12
plau---st14,12
gnai2---tshr,12
fgg---itgb2,12
sftpd---tlr4,12
fgg---itgav,12
col8a1---itga1,12
fgg---itga5,12
col8a1---itga2,12
col9a1---mag,12
zg16b---tlr5,12
apob---olr1,12
sfrp1---fzd6,12
il26---il20ra,12
timp3---agtr2,12
kng1---cd93,12
apob---calcr,12
nid1---col13a1,12
fgg---itga2b,12
col5a3---sdc3,11
spon2---itgam,11
ccl3l1---ccr3,11
fgb---itga2b,11
ccl3l1---ccr5,11
c1qb---lrp1,11
cxcl13---oprd1,11
ccl3l3---ackr2,11
il16---kcna3,11
il16---kcnd1,11
il16---kcnd2,11
adam23---itgb3,11
tfpi---f3,11
hla-b---kir2dl3,11
bst1---cav1,11
fgb---itgam,11
selplg---esam,11
tdgf1---gpc1,11
serpine1---plaur,11
fga---itgad,11
gad1---grm4,11
c1qa---cr1,11
kng1---sdc2,11
lama1---nt5e,11
mmp1---itga2,11
ncam1---robo3,11
serpina7---slc16a2,11
serpinc1---lrp1,11
fst---bmpr2,11
gdf2---eng,11
hla-a---cd3d,11
lypd3---agr2,11
ccl3l1---ackr2,11
tnf---traf2,11
il16---ccr5,11
tcn2---lrp2,11
fst---bmpr1b,11
apoe---chrna4,11
pdgfc---flt1,11
myoc---fzd4,11
sytl3---nrxn1,11
pi3---pld2,11
lama1---itga6,11
gnai2---adcy1,11
kiss1---mmp24,11
ccl3l3---ccr5,11
plau---itgb2,11
fgf1---egfr,11
hdc---hrh1,11
fn1---tmprss6,11
shank1---abca1,11
hdc---hrh3,11
mepe---phex,11
ltf---lrp11,11
rims1---cacna1c,11
cntn2---nrp1,11
spp1---itgb5,11
gnb3---tgfbr1,11
fgb---itgav,11
plau---mrc2,11
fgg---itgb1,11
cdh1---cdh2,11
tdgf1---acvr2b,11
gnai2---drd2,11
fgb---itgb1,11
shank1---sstr2,11
nid1---itga3,11
apoc3---sdc2,11
apoc3---tlr2,11
rspo1---fzd8,11
spink1---nrsn1,11
scgb1a1---lmbr1l,11
pdgfb---s1pr1,11
hla-g---cd4,11
mfng---notch2,11
fgb---itgb2,11
gip---insr,11
dusp18---itga2,11
gnai2---oprm1,11
dusp18---itga1,11
vegfa---itgav,11
spp1---s1pr1,11
plg---itgam,11
gdnf---ednrb,11
gdf9---fxyd6,11
lama1---sdc2,11
col4a3---cd93,11
ctgf---itgam,11
hla-c---kir3dl1,11
ncam1---fgfr2,11
col4a5---cd93,11
hla-c---lilra3,11
col4a3---cd47,11
gnai2---p2ry12,11
hla-c---notch4,11
f12---gp1ba,11
itgb3bp---itgb5,11
ctgf---erbb4,11
timp2---itgb1,11
cgn---tgfbr2,11
hla-b---cd3d,11
plg---flt1,11
lama2---itgb4,11
defb4a---tlr4,11
klk3---epor,11
f13a1---itga9,11
dusp18---itgb1,11
apob---itgam,11
f2---gp1ba,11
fcer2---cr2,11
dusp18---itga7,11
cgn---tgfbr1,11
ctgf---itga5,11
itih2---fcer1a,11
dusp18---itga3,11
hla-c---cd3d,11
fgf23---phex,11
efemp2---lingo1,11
il13---il2rg,11
fbln2---itgb3,11
tnc---itgb3,11
efemp2---plscr4,11
tnc---ptprz1,11
lama1---itga3,11
sftpa2---cd93,11
adm2---ramp3,11
rspo1---znrf3,11
bmp15---acvr2a,11
gnai2---adora1,11
cxcl11---ackr1,11
col5a1---itgb1,11
lama1---tmprss6,11
kng1---itgam,11
lama1---sdc4,11
spon2---itgb2,11
lama2---itga2,11
itgb3bp---itgb3,11
apob---itgb2,11
ctgf---itgb2,11
lama5---itgb4,11
ctgf---lrp1,11
nrg1---gpc1,11
ly86---cd180,11
ctgf---lrp6,11
col4a4---cd93,11
gnai2---lpar3,11
lama5---sdc1,11
lama2---itga6,11
bmp8b---bmpr2,11
efemp2---aqp1,11
mfap5---notch1,11
shbg---cldn4,11
ace---bdkrb2,11
ace---agtr2,11
dusp18---itgb4,11
vcan---itgb1,11
cd40lg---traf3,11
calm1---fas,11
hp---asgr1,11
hp---asgr2,11
col1a1---itga11,11
egf---cav1,11
col1a1---itga2,11
c3---cd81,11
gnas---crhr1,11
fn1---cd79a,11
cd40lg---itgb2,11
calm3---grm7,11
gnas---adrb3,11
hras---agtr1,11
cxcl6---ackr1,11
arf1---chrm3,11
hras---grin2d,11
fgf13---egfr,11
hras---tlr9,11
c4bpa---bmpr2,11
thbs2---itga6,11
dsc2---dsg1,11
cubn---lrp2,11
thbs2---itga4,11
sema3f---plxna1,11
angpt4---tie1,11
dsc1---dsg1,11
mdk---itga4,11
calm1---adcyap1r1,11
icoslg---cd28,11
gnas---htr6,11
calm1---cacna1c,11
calm1---calcr,11
calm1---cnga2,11
calm3---scn10a,11
calm1---crhr1,11
calm3---pde1c,11
alb---lrp2,11
icoslg---ctla4,11
sema3e---nrp1,11
calm1---sell,11
matn1---itgb1,11
egf---fshr,11
amely---lamp1,11
gnai2---tbxa2r,11
calm1---scn10a,11
thbs1---scarb1,11
b2m---cd1a,11
calm1---pth2r,11
col1a1---tmprss6,11
cd200---cd200r1,11
omg---tnfrsf1b,11
cpamd8---sctr,11
calm1---oprm1,11
insl3---rxfp1,11
calm1---hmmr,11
calm1---mylk,11
lep---lrp2,11
calm1---insr,11
calm1---pde1c,11
col1a2---cd36,11
zp3---mertk,11
zp3---egfr,11
obp2a---or1g1,11
col2a1---itga10,11
nectin2---tigit,11
col2a1---itga1,11
calm1---gp6,11
c3---cr2,11
c3---itgax,11
hsp90b1---erbb2,11
calm2---scn10a,11
calm2---pde1c,11
hsp90b1---tlr4,11
calm2---grm7,11
calm2---cacna1c,11
calm1---vipr1,11
mbl2---calcr,11
crh---mc2r,11
fgf13---scn8a,11
pip---nptn,11
col4a1---itgav,11
vtn---pvr,11
hmgb1---sdc1,11
fgf1---fgfrl1,11
col11a1---ddr1,11
angptl4---tie1,11
bcan---egfr,11
thbs2---itgb1,11
fn1---itga9,11
cd58---cd2,11
vtn---itgb6,11
ptgs2---cav1,11
wnt7a---lrp6,11
bcan---nrcam,11
pdgfd---pdgfra,11
il18---il1rl2,11
vtn---itgb3,11
cd55---cr1,11
agrn---lrp4,11
sema3a---plxna3,11
slurp1---chrna7,11
fgf21---fgfr2,11
b2m---lilrb1,11
pspn---sdc3,11
sema4a---plxnb3,11
vtn---itga5,11
vtn---itgb8,11
zg16b---tlr6,11
calm1---grm3,10
adcyap1---ramp2,10
calm2---mylk2,10
mmp1---cd44,10
bgn---ly96,10
lamb3---cd151,10
calm2---kcnq3,10
adcyap1---ramp3,10
calm2---insr,10
calm1---grm5,10
calm2---grm5,10
calm2---gp6,10
bdnf---drd4,10
b2m---cd3d,10
bgn---tlr1,10
btla---cd247,10
b2m---hfe,10
gnb3---gabbr2,10
calm2---scn4a,10
hla-b---cd3g,10
col1a2---itga2b,10
col4a1---cd47,10
lamb3---itgb1,10
hsp90b1---asgr1,10
col1a2---itgb3,10
col6a1---itgb1,10
calm2---adcy8,10
icam1---cav1,10
col11a1---itgb1,10
hsp90b1---tlr1,10
hsp90b1---tlr2,10
spp1---itgb3,10
lpl---cd44,10
calm2---pde1b,10
sorbs1---insr,10
tgm2---itga9,10
calm2---pde1a,10
hsp90b1---tlr7,10
hsp90b1---tlr9,10
tcn2---cnr1,10
lamb3---itga3,10
col4a3---itgb1,10
vasp---cxcr2,10
calm1---ptpra,10
hdc---hrh2,10
tph1---htr2b,10
sftpd---sirpa,10
calm1---pde1b,10
calm1---pde1a,10
tph1---htr4,10
sema6b---plxna4,10
cd22---ptprc,10
tph1---htr5a,10
lamb3---itgb4,10
col7a1---itgb1,10
col4a3---itgav,10
comp---cd47,10
comp---cd36,10
calm1---mylk2,10
fn1---robo4,10
calm1---htr2c,10
rims1---slc17a7,10
ltf---tfrc,10
calm1---mip,10
calm1---kcnq3,10
calm1---kcnq1,10
calm1---kcnn4,10
hdc---hrh4,10
calm1---trpc5,10
hspa1a---tlr4,10
gnai2---ednrb,10
bag6---ncr3,10
apob---lrp1,10
b2m---tfrc,10
gnas---adora1,10
lamb3---col17a1,10
bdnf---ddr1,10
calm1---sctr,10
farp2---plxna4,10
farp2---plxna3,10
lama2---itga3,10
tph1---htr2a,10
farp2---plxna2,10
rims2---abca1,10
gnai2---adcy9,10
sftpd---ly96,10
farp2---plxna1,10
tgfa---erbb3,10
calm1---grm7,10
lama2---itga1,10
b2m---cd247,10
gnas---adcy9,10
hspg2---sdc1,10
calm1---scn4a,10
lin7c---kcnj4,10
lamb3---itga6,10
lrp1b---plaur,10
fga---plaur,10
calm3---trpc5,10
lamb1---itgav,10
lamb1---itga7,10
angptl2---tie1,10
lamc2---itga2,10
lamb1---itga3,10
lamb1---itga2,10
calm3---sell,10
lamb1---itga1,10
clec3a---clec10a,10
calm3---scn4a,10
lpa---itgam,10
fgf10---fgfr3,10
ulbp1---klrk1,10
calm1---egfr,10
gnas---ptgir,10
camp---igf1r,10
rtn4---rtn4rl1,10
calm3---pde1b,10
calm3---mylk2,10
hla-a---kir2dl1,10
ngf---maged1,10
hla-a---kir2dl3,10
thbs2---notch4,10
lama5---itgb1,10
ptgs2---alox5,10
fgf22---fgfr1,10
cd48---cd2,10
hla-e---kir3dl1,10
col5a2---itgb1,10
tgfb1---cxcr4,10
hla-a---cd3g,10
ifna13---ifnar2,10
ifna13---ifnar1,10
mmp9---itgb2,10
camp---egfr,10
ncan---cdh2,10
tgfb1---cd109,10
calr---hla-f,10
fn1---c5ar1,10
ncam1---ptpra,10
calm1---adcy8,10
col5a1---itga1,10
lamc2---cd151,10
tf---gpr162,10
muc2---agr2,10
nid1---itgb1,10
ncan---sdc3,10
col4a6---itgb1,10
prss23---tmem222,10
gnai2---ptpru,10
mdk---gpc2,10
psap---sort1,10
col4a4---itgb1,10
rgma---bmpr1b,10
shbg---slc37a1,10
tfpi---sdc4,10
lgals9---cd44,10
hla-f---kir3dl2,10
thbs2---cd36,10
calm3---grm5,10
hla-c---ddr1,10
hla-c---cd3g,10
nectin1---cd96,10
selplg---itgb2,10
lta---ednra,10
col1a1---itgav,10
hras---sdc2,10
asip---mgrn1,10
calm3---gp6,10
sema4f---nrp2,10
col3a1---itga2,10
calm3---egfr,10
calm3---adcy8,10
lgals3bp---vangl1,10
lpa---itgb2,10
apoa1---lrp2,10
calm1---glp2r,10
calm2---sell,10
gnai2---s1pr1,10
gnai2---chrm1,10
col4a5---itgb1,10
lamc3---itga2,10
lama5---itga6,10
lama5---itga3,10
lamc3---itga3,10
nrg2---erbb2,10
b2m---klrc1,10
adm2---ramp2,10
mia---cdh19,10
lamc3---itgb1,10
lama5---itga2,10
calm3---insr,10
camp---p2rx7,10
nrg4---egfr,10
gnai2---cxcr3,10
nrg4---erbb2,10
bmp2---hfe2,10
calm1---glp1r,10
ncam1---cacna1c,10
cga---sirpa,10
calm3---kcnq3,10
hla-f---kir3dl1,10
ccl13---ccr9,10
rgma---bmpr2,10
adm---ramp3,10
lamc3---itgb4,10
cxcl2---ackr1,10
krtap4-12---cntfr,10
pdap1---pdgfrb,10
proc---itgam,10
wnt16---fzd6,10
krtap4-12---lingo1,10
dusp18---rpsa,10
krtap4-12---pdgfrb,10
l1cam---fgfr2,10
dusp18---cd151,10
vcan---sell,10
wnt2---lrp6,10
f12---cd93,10
cyr61---itgb3,10
krtap4-12---aqp1,10
efna5---epha10,10
cyr61---itgb2,10
dusp18---itga6,10
wnt2---fzd4,10
vegfc---itgb1,10
vegfc---itga9,10
wnt2---fzd3,10
vip---npr3,10
f10---itgam,10
f10---itgb2,10
vegfa---sirpa,10
vcan---itga4,10
krtap4-12---catsper1,10
il6---f3,10
plau---itgam,10
vegfc---lyve1,10
proc---itgb2,10
plau---itgb5,10
vegfa---tyro3,10
il17c---il17re,10
cyr61---itgb5,10
cxcl12---sdc4,10
ereg---erbb3,10
col6a3---itgb1,10
egfl8---ncr3,10
nucb2---erap1,10
plau---itga3,10
pdgfb---itgav,10
il1rn---il1rl2,10
il18---cd48,10
jag1---cd46,10
pdx1---slc2a2,10
plau---itgav,10
plau---itgb1,10
cyr61---itga5,10
wnt5a---fzd9,10
cyr61---itgam,10
cyr61---itgav,10
f13a1---itga4,10
ereg---erbb2,10
pigf---flt1,10
defb103b---ccr2,10
defb103b---ccr6,10
cxcl13---htr2a,10
plau---vldlr,10
vtn---itgb5,10
csf2---itga9,10
pf4v1---cxcr3,10
edil3---itgb5,10
inhbe---acvr2a,10
csf2---itgb1,10
saa1---grm7,9
crh---vipr1,9
crh---ramp2,9
ccl21---adra2a,9
gcg---adcyap1r1,9
saa1---mtnr1a,9
gcg---adrb3,9
crh---ramp3,9
lamb3---itga2,9
crh---tshr,9
gcg---adrb2,9
sst---mtnr1a,9
hspg2---chrm3,9
saa1---adra2a,9
crh---gpr84,9
insl3---vipr1,9
insl3---tshr,9
nps---adcyap1r1,9
crh---gpr20,9
insl3---ramp2,9
krtap4-12---cldn2,9
ccl23---ackr2,9
rln3---gpr20,9
insl3---pth1r,9
lgals1---ptprc,9
lgals1---cd69,9
tph1---htr1a,9
tph1---htr1b,9
tph1---htr1d,9
pf4---grm7,9
siglec1---spn,9
rln3---adra2a,9
rln3---adrb2,9
rln3---adrb3,9
fn1---flt4,9
fn1---il17rc,9
sst---grm7,9
pvr---cd96,9
gip---vipr1,9
cxcl2---adra2a,9
ccl21---mtnr1a,9
ecm1---cachd1,9
krtap4-12---plscr4,9
pf4---adra2a,9
crh---pth1r,9
hspa1a---grin2d,9
pmch---grm7,9
insl5---adra2a,9
ccl21---grm7,9
sst---adra2a,9
shbg---cd177,9
ppy---grm7,9
bdnf---ngfrap1,9
cadm1---cadm1,9
mmp9---itgam,9
vtn---itgb1,9
serpinc1---gpc1,9
serpine1---itgav,9
serpine1---itgb5,9
rln2---ramp3,9
gcg---vipr1,9
gcg---tshr,9
gcg---ramp3,9
gcg---ramp2,9
wnt7b---fzd4,9
fga---tlr4,9
gcg---pth1r,9
vtn---itga2b,9
insl5---grm7,9
insl5---mtnr1a,9
col6a2---itgb1,9
rgmb---bmpr1b,9
ly6g5c---tmem8a,9
rgmb---bmpr2,9
