key,count
efna2---epha8,19
igf1---igf1r,19
cxcl11---cxcr3,19
cxcl12---ackr3,19
lta---tnfrsf1a,19
ccl14---ccr1,19
ccl11---ackr2,19
efna5---epha4,19
efna1---epha4,19
efna1---epha3,19
fgf4---fgfr4,19
gal---galr2,19
efna1---epha2,19
fgf4---fgfr1,19
fgf4---fgfr3,19
fgf4---fgfr2,19
lta---tnfrsf14,19
il16---cd4,19
efna5---epha8,19
ccl5---ccr4,19
edn2---ednrb,19
xcl1---xcr1,19
edn2---ednra,19
efna4---epha8,19
efna4---epha7,19
efna4---epha4,19
efna1---epha8,19
efna5---epha7,19
ccl4---ccr5,19
jag1---notch1,19
jag1---notch2,19
avp---avpr2,19
efna1---epha7,19
cxcl12---cxcr4,19
jag1---notch3,19
edn3---ednrb,19
avp---avpr1a,19
wnt5a---fzd2,18
fgf9---fgfr2,18
anxa1---fpr2,18
nppa---npr1,18
efna1---epha1,18
insl5---rxfp3,18
efnb2---ephb4,18
efnb2---ephb3,18
tnf---tnfrsf1a,18
btc---egfr,18
sema7a---plxnc1,18
ccl8---ccr1,18
wnt5a---fzd1,18
efnb2---epha4,18
fgf9---fgfr3,18
calca---calcrl,18
fgf9---fgfr4,18
efnb2---ephb1,18
efna5---ephb2,18
efnb3---ephb3,18
efna2---epha1,18
nppb---npr1,18
tnfsf18---tnfrsf18,18
kiss1---kiss1r,18
wnt5a---fzd6,18
cxcl5---cxcr2,18
tnfsf15---tnfrsf25,18
fgf19---fgfr1,18
fgf19---fgfr2,18
tnfsf14---tnfrsf14,18
tnfsf14---ltbr,18
sema4c---plxnb2,18
wnt5a---fzd5,18
sema4d---cd72,18
tnfsf12---tnfrsf12a,18
tnfsf13b---tnfrsf17,18
sema4d---plxnb1,18
sema4d---plxnb2,18
tnfsf13b---tnfrsf13b,18
tnfsf13---tnfrsf17,18
tnfsf13---tnfrsf13b,18
btc---erbb4,18
tnfsf11---tnfrsf11b,18
efna1---epha5,18
penk---oprd1,18
tnfsf10---tnfrsf10a,18
sema6a---plxna4,18
wnt5a---fzd4,18
fgf19---fgfr4,18
sema6d---plxna1,18
fgf19---fgfr3,18
saa1---fpr2,18
fgf3---fgfr2,18
ccl27---ccr10,18
fgf3---fgfr1,18
lta---tnfrsf1b,18
flt3lg---flt3,18
pyy---npy1r,18
thbs1---sdc1,18
hbegf---egfr,18
hbegf---erbb4,18
ngf---ngfr,18
efna5---epha3,18
galp---galr2,18
galp---galr1,18
efnb1---ephb1,18
thbs1---cd47,18
thbs1---cd36,18
fgf23---fgfr1,18
areg---egfr,18
edn1---ednra,18
cxcl16---cxcr6,18
ccl24---ccr3,18
avp---avpr1b,18
tac1---tacr2,18
fgf22---fgfr2,18
hcrt---hcrtr1,18
guca2b---gucy2c,18
tac4---tacr1,18
efna5---epha1,18
npb---npbwr1,18
ccl23---ccr1,18
fgf9---fgfr1,18
fgf8---fgfr4,18
fgf8---fgfr2,18
fgf8---fgfr1,18
sst---sstr2,18
fgf7---fgfr2,18
sst---sstr3,18
sst---sstr4,18
fgf6---fgfr4,18
efnb1---ephb4,18
efnb1---ephb3,18
fgf6---fgfr3,18
fgf6---fgfr1,18
nms---nmur1,18
gal---galr1,18
nms---nmur2,18
fgf5---fgfr4,18
fgf5---fgfr3,18
fgf5---fgfr2,18
fgf5---fgfr1,18
gcg---gcgr,18
efna2---epha5,18
npff---npffr2,18
npff---npffr1,18
edn3---ednra,18
eda---edar,18
efna5---epha5,18
pgf---flt1,18
nmu---nmur1,18
nmu---nmur2,18
rln1---rxfp2,18
kitlg---kit,18
rln3---rxfp4,18
ccl16---ccr1,18
ghrh---vipr1,18
il13---il13ra2,18
epgn---egfr,18
il13---il13ra1,18
rln3---rxfp2,18
ccl4---ackr2,18
ptn---ptprz1,18
rln3---rxfp1,18
efna4---epha5,18
cort---sstr3,18
pros1---tyro3,18
ghrh---ghrhr,18
npw---npbwr1,18
trh---trhr,18
igf2---igf2r,18
ccl13---ackr2,18
prok2---prokr1,18
fgf16---fgfr2,18
cck---cckar,18
dll4---notch2,18
dll4---notch3,18
fgf16---fgfr3,18
cort---sstr2,18
ccl14---ackr2,18
il1b---il1r2,18
pdgfd---pdgfrb,18
efna3---epha5,18
il1a---il1r2,18
ccl3---ackr2,18
pth---pth1r,18
sema3c---plxnd1,18
pomc---oprd1,18
jag2---notch3,18
jag2---notch2,18
jag2---notch1,18
ppbp---cxcr2,18
sema3e---plxnd1,18
spp1---cd44,18
pomc---mc1r,18
pth---pth2r,18
agt---agtr1,18
fshb---fshr,18
fgf10---fgfr1,18
ghrl---ghsr,18
selplg---selp,18
fgf10---fgfr2,18
pdgfb---pdgfrb,18
selplg---sell,18
pdgfb---pdgfra,18
dll1---notch4,18
selplg---sele,18
ccl3---ccr1,18
fgf17---fgfr3,18
fgf17---fgfr4,18
adm---calcr,18
efna4---epha3,18
nps---npsr1,18
iapp---calcr,18
lep---lepr,18
igf2---igf1r,18
fgf18---fgfr1,18
prl---prlr,18
adipoq---adipor1,18
fgf18---fgfr2,18
gnrh1---gnrhr,18
fgf17---fgfr2,18
fgf18---fgfr4,18
ncam1---fgfr1,18
prok1---prokr2,18
prok1---prokr1,18
faslg---fas,18
efna4---epha1,18
egf---egfr,18
nppc---npr2,18
tnfsf9---tnfrsf9,18
tnfsf8---tnfrsf8,18
tnfsf4---tnfrsf4,18
efnb3---ephb6,18
tnfsf13b---tnfrsf13c,18
fgf18---fgfr3,18
npvf---npffr2,18
oxt---oxtr,18
fgf17---fgfr1,18
pdyn---oprd1,18
pdyn---oprk1,18
npvf---npffr1,18
cort---sstr4,18
ngf---ntrk1,17
adcyap1---vipr2,17
ucn2---crhr1,17
ucn2---crhr2,17
ins---insr,17
btla---tnfrsf14,17
nts---ntsr2,17
wnt11---fzd7,17
f2---f2rl1,17
fgf6---fgfr2,17
vegfc---kdr,17
wnt5a---fzd7,17
wnt5a---fzd8,17
tac3---tacr3,17
gh1---ghr,17
jag2---notch4,17
adcyap1---vipr1,17
pyy---npy5r,17
uts2b---uts2r,17
qrfp---qrfpr,17
agt---mas1,17
ereg---egfr,17
pyy---npy2r,17
rarres2---cmklr1,17
fgf7---fgfr1,17
vegfa---flt1,17
cga---lhcgr,17
ccl11---ccr5,17
nrg1---erbb4,17
adm---calcrl,17
ccl11---ccr2,17
pros1---axl,17
nrg2---erbb3,17
nrg1---erbb3,17
nrg3---erbb4,17
nrg4---erbb4,17
psap---gpr37,17
xcl2---xcr1,17
psap---gpr37l1,17
prok2---prokr2,17
ntf3---ntrk1,17
ntf3---ntrk3,17
npy---npy5r,17
hcrt---hcrtr2,17
ostn---npr3,17
tgfa---egfr,17
adipoq---adipor2,17
ntf3---ntrk2,17
vegfc---flt4,17
c3---c3ar1,17
ccl11---cxcr3,17
prlh---prlhr,17
vegfa---kdr,17
ccl13---ccr1,17
ccl13---ackr4,17
fgf8---fgfr3,17
sct---sctr,17
pomc---mc2r,17
penk---oprm1,17
pdyn---oprm1,17
sema6a---plxna2,17
vip---vipr2,17
rln1---rxfp1,17
kng1---bdkrb1,17
vip---vipr1,17
gcg---glp2r,17
cxcl2---cxcr1,17
cort---sstr5,17
gip---gipr,17
cd274---pdcd1,17
fgf16---fgfr4,17
plg---f2r,17
plg---f2rl1,17
lhb---lhcgr,17
sst---sstr5,17
ccl8---ackr2,17
icam1---itgal,17
mdk---ptprz1,17
tnf---tnfrsf1b,17
efnb3---ephb4,17
ptn---sdc3,17
mdk---sdc1,17
mdk---sdc4,17
pth2---pth2r,17
dlk1---notch1,17
il34---csf1r,17
bdnf---ntrk2,17
ccl7---ackr2,17
efnb3---ephb1,17
cd34---selp,17
pmch---mchr1,17
npy---npy4r,17
app---cd74,17
pomc---mc5r,17
cxcl6---cxcr1,17
pomc---mc3r,17
pomc---mc4r,17
calcb---calcrl,17
calcb---calcr,17
cxcl6---cxcr2,17
pomc---oprm1,17
ccl8---ccr5,16
dll3---notch3,16
cxcl3---cxcr1,16
ccl8---ccr3,16
fgf16---fgfr1,16
ccl13---ccr2,16
ccl13---ccr3,16
nlgn1---nrxn1,16
fgf4---nrp1,16
il12a---il12rb1,16
rspo2---lgr4,16
cxcl11---ccr3,16
rspo2---lgr6,16
rspo1---lgr6,16
cga---fshr,16
dll3---notch2,16
nrg2---erbb4,16
wnt5a---mcam,16
cxcl10---ccr3,16
ccl8---ackr4,16
tnfsf10---tnfrsf11b,16
sema4g---plxnb2,16
reln---lrp8,16
gal---galr3,16
cga---tshr,16
hla-g---lilrb2,16
ccl19---ccrl2,16
f2---f2rl2,16
hla-g---lilrb1,16
angpt1---itga5,16
reln---vldlr,16
ccl19---cxcr3,16
cxcl5---cxcr1,16
ccl7---ccr5,16
gh1---prlr,16
efnb2---ephb6,16
f2---f2r,16
lgals9---havcr2,16
rspo1---lgr4,16
rspo1---lgr5,16
uts2---uts2r,16
dll3---notch4,16
oxt---avpr2,16
scgb3a2---marco,16
efnb1---epha4,16
ccl20---cxcr3,16
apob---ldlr,16
pth2---pth1r,16
gcg---glp1r,16
ntf4---ntrk2,16
kng1---bdkrb2,16
col1a1---cd44,16
agt---agtr2,16
grp---nmbr,16
apoe---ldlr,16
ucn3---crhr2,16
ucn3---crhr1,16
apoe---scarb1,16
sost---lrp6,16
fgf2---sdc2,16
fgf2---sdc1,16
cxcl9---ccr3,16
fgf2---nrp1,16
ucn---crhr2,16
ucn---crhr1,16
pyy---npy4r,16
ereg---erbb4,16
dlk1---notch3,16
dlk1---notch2,16
c4a---c3ar1,16
c5---c5ar1,16
fgf1---nrp1,16
thbs2---cd47,16
cdh1---klrg1,16
cd34---sell,16
ccl14---ccr5,16
ptn---sdc1,16
pnoc---oprl1,16
ppy---npy2r,16
fn1---cd44,16
hla-c---kir2dl3,16
hla-c---kir2dl1,16
ccl26---ccr2,16
rln3---rxfp3,16
efnb1---ephb6,16
ltb---ltbr,16
vegfb---flt1,16
pdgfa---pdgfrb,16
dll3---notch1,16
ppy---npy5r,16
ntn1---dcc,16
ccl16---ccr5,16
cxcl13---ackr4,16
rspo3---lgr6,16
apob---lrp2,16
mst1---mst1r,16
rspo3---lgr5,16
ccl5---gpr75,16
bmp15---bmpr1b,15
rarres2---gpr1,15
cd86---cd28,15
oxt---avpr1a,15
bmp10---acvrl1,15
spp1---itgav,15
ccl5---sdc1,15
bmp2---bmpr1a,15
bmp2---bmpr1b,15
ccl5---cxcr3,15
wnt5a---ror2,15
bmp4---bmpr1a,15
efna4---epha6,15
ccl7---cxcr3,15
bmp4---bmpr1b,15
spp1---itgb1,15
bmp7---acvr1,15
nid1---itgav,15
cxcl1---ackr1,15
bmp7---bmpr1a,15
efna5---epha6,15
il1b---il1r1,15
pomc---oprk1,15
tshb---tshr,15
icoslg---icos,15
icam5---itgal,15
icam4---itgb2,15
icam4---itgav,15
icam4---itgam,15
icam3---itgb2,15
icam2---itgb2,15
podxl2---sell,15
pthlh---pth2r,15
icam1---itgb2,15
cort---ghsr,15
il20---il20ra,15
hla-c---kir2ds4,15
il21---il21r,15
il22---il22ra2,15
hspg2---itgb1,15
egf---erbb3,15
egf---erbb2,15
il27---il27ra,15
hp---itgam,15
il31---il31ra,15
nppb---npr3,15
angpt4---tek,15
nppb---npr2,15
angptl3---itgav,15
tnfsf10---tnfrsf10d,15
nppa---npr3,15
anxa1---fpr3,15
il20---il22ra1,15
adam9---itga6,15
adam9---itgav,15
ihh---cdon,15
adcyap1---sctr,15
nrtn---ret,15
faslg---tnfrsf6b,15
prnd---rpsa,15
il10---il10ra,15
igfl3---igflr1,15
ntf3---ngfr,15
il11---il11ra,15
il11---il6st,15
f2---f2rl3,15
lama5---bcam,15
ppy---npy4r,15
agt---lrp2,15
l1cam---itgav,15
fga---itga2b,15
fga---itgb2,15
ntn1---neo1,15
l1cam---erbb3,15
ntn1---unc5a,15
il16---grin2d,15
ntn1---unc5c,15
ntn3---neo1,15
il17a---il17ra,15
agrp---mc3r,15
il17f---il17ra,15
ifnb1---ifnar1,15
pspn---ret,15
il1a---il1r1,15
ppy---npy1r,15
thbs1---sdc4,15
thbs1---lrp1,15
fgf2---sdc3,15
fgf2---sdc4,15
hgf---cd44,15
col1a2---cd44,15
tgfb2---tgfbr3,15
tgfb2---tgfbr1,15
tgfb1---tgfbr1,15
tgfb1---sdc2,15
artn---ret,15
fgf20---fgfr1,15
fgf20---fgfr2,15
fgf20---fgfr3,15
fgf23---fgfr2,15
efnb2---epha6,15
ltb---cd40,15
ltb---tnfrsf1a,15
avp---oxtr,15
clcf1---crlf1,15
clcf1---cntfr,15
fgf7---nrp1,15
nmb---grpr,15
nmb---brs3,15
nlgn3---nrxn2,15
nlgn3---nrxn1,15
raet1e---klrk1,15
nlgn2---nrxn2,15
nlgn2---nrxn1,15
nlgn1---nrxn2,15
rarres2---ccrl2,15
lta---ltbr,15
il4---il2rg,15
efnb2---epha3,15
il4---il4r,15
npnt---itgb1,15
hla-e---klrc2,15
osm---lifr,15
npnt---itga8,15
hla-e---klrc1,15
osm---osmr,15
tnc---sdc4,15
il5---csf2rb,15
tnc---itgb1,15
fgf2---cd44,15
lif---lifr,15
efnb1---erbb2,15
app---tnfrsf21,15
hgf---sdc1,15
hgf---sdc2,15
fgf2---gpc4,15
fgf2---fgfrl1,15
app---fpr2,15
il9---il9r,15
hla-a---kir3dl1,15
csf2---csf2ra,15
apoe---lrp5,15
apoe---lrp1,15
plau---plaur,15
il7---il7r,15
csf2---sdc2,15
hla-b---kir3dl1,15
plg---itga9,15
csf2---csf3r,15
apoe---lrp8,15
ccl2---ccr4,15
ccl2---ccr3,15
calr---lrp1,15
ccl16---ccr2,15
ccl25---ackr2,15
slit1---robo1,15
ccl15---ccr3,15
gdf5---bmpr1b,15
gdf5---ror2,15
efna1---epha6,15
pf4---procr,15
c3---c5ar2,15
sct---vipr2,15
ccl2---ackr1,15
pf4---thbd,15
ccl13---cxcr3,15
inha---acvr2a,15
ccl13---ccr5,15
ccl11---ackr4,15
sema7a---itgb1,15
ccl14---ccr3,15
dkk1---lrp5,15
dkk1---lrp6,15
shh---cdon,15
dkk1---kremen2,15
dkk1---kremen1,15
sema3a---nrp1,15
dkk2---lrp6,15
gdf2---acvrl1,15
ccl17---ccr8,15
sema3c---nrp1,15
ccl16---ccr8,15
slit2---robo4,15
pdgfb---lrp1,15
slit2---robo1,15
pf4---fgfr2,15
s100a8---tlr4,15
ccl17---ackr2,15
ccl24---ccr2,15
sema3c---nrp2,15
ccl17---ackr1,15
ebi3---il27ra,15
gast---cckbr,15
efna3---epha6,15
efna2---epha6,15
btc---erbb2,15
ccl4---ccr1,15
rspo3---sdc4,15
gdnf---ret,15
rspo3---lgr4,15
ccl3l1---ccr1,15
gdf9---tgfbr1,15
pgf---nrp1,15
sema5a---met,15
rspo4---lgr6,15
sema3f---nrp2,15
ccl5---ackr1,15
inhbb---acvr1c,15
rspo1---lrp6,15
sost---lrp5,15
rspo4---lgr5,15
adam17---itga5,15
pgf---nrp2,15
rspo2---lgr5,15
ebi3---il6st,14
csf3---csf1r,14
sema4d---erbb2,14
gdf11---acvr1b,14
sema4b---dcbld2,14
il7---il2rg,14
apob---lsr,14
sema4d---met,14
timp1---cd63,14
penk---mrgprx1,14
ccl21---ackr2,14
apoe---lrp2,14
tnfsf14---tnfrsf6b,14
sema4a---plxnd1,14
sema4a---plxnb2,14
angptl3---itgb3,14
csh1---prlr,14
plau---lrp1,14
apoe---vldlr,14
hla-a---kir3dl2,14
shh---boc,14
ccl19---ackr2,14
shh---hhip,14
plau---lrp2,14
sema6d---kdr,14
hla-g---klrc1,14
tnc---egfr,14
kng1---rxfp4,14
il5---il5ra,14
tnc---itga7,14
serping1---selp,14
efnb2---pecam1,14
tnc---sdc1,14
kng1---itgb2,14
serpine1---lrp1,14
hla-g---kir2dl4,14
osm---il6st,14
il4---il13ra2,14
il4---il13ra1,14
kng1---plaur,14
serping1---sele,14
ccl2---ccr5,14
ccl19---ccr10,14
tnfsf13---sdc2,14
plg---f3,14
ccl2---ccr10,14
csf2---csf2rb,14
calca---ramp2,14
ccl2---ccr1,14
plg---plgrkt,14
penk---oprk1,14
csf2---csf1r,14
tnfsf10---tnfrsf10c,14
plg---itgb1,14
vwf---tnfrsf11b,14
tnfsf10---tnfrsf10b,14
ccl2---ackr4,14
hla-c---lilrb2,14
kng1---gp1ba,14
hbegf---erbb2,14
ccl26---ccr1,14
nodal---acvr1b,14
nodal---acvr1c,14
wnt3---fzd8,14
wnt3---fzd7,14
c1qa---cd93,14
cntf---cntfr,14
sema4a---plxnb1,14
lrpap1---vldlr,14
lrpap1---sort1,14
wnt3---fzd1,14
plau---igf2r,14
lrpap1---lrp8,14
tg---lrp2,14
lrpap1---ldlr,14
hcrt---npffr2,14
cntn2---cntn1,14
tf---tfrc,14
fgf7---fgfr3,14
rspo3---fzd8,14
wnt3a---fzd8,14
clcf1---il6st,14
wnt3a---fzd7,14
rspo3---lrp6,14
wnt3a---fzd6,14
wnt3a---fzd5,14
ctf1---il6st,14
fgf3---fgfr3,14
cxcl13---ccr10,14
wnt3a---fzd2,14
rtn4---cntnap1,14
rtn4---lingo1,14
has2---cd44,14
wnt3a---fzd1,14
has2---hmmr,14
ctf1---lifr,14
rspo4---lgr4,14
c3---itgb2,14
s100a9---tlr4,14
thbs1---itga3,14
thbs1---itgb1,14
thbs1---itgb3,14
ccl22---ackr2,14
col2a1---ddr1,14
thbs1---tnfrsf11b,14
cntn2---nrcam,14
col2a1---mag,14
app---ncstn,14
col3a1---ddr2,14
app---lrp1,14
col4a1---itgb1,14
shh---smo,14
shh---ptch1,14
wnt1---fzd8,14
shh---lrp2,14
liph---lpar1,14
tgfa---erbb4,14
npb---npbwr2,14
wnt2---fzd9,14
tgfb1---acvrl1,14
pf4---sdc2,14
ccl25---ccr10,14
tgfb1---itgb8,14
artn---gfra3,14
areg---erbb3,14
wnt2---fzd1,14
col18a1---itgb1,14
tgfb1---tgfbr2,14
tgfb1---tgfbr3,14
col1a1---ddr1,14
tgfb2---tgfbr2,14
pf4---ldlr,14
tgfb3---tgfbr1,14
tgfb3---tgfbr3,14
artn---gfra1,14
ifnl1---il10rb,14
gdf5---bmpr1a,14
gdf5---bmpr2,14
ntf4---ngfr,14
il12b---il12rb1,14
gdf6---bmpr1a,14
pdcd1lg2---pdcd1,14
sct---vipr1,14
vegfa---nrp2,14
cxcl12---cxcr3,14
adm2---calcrl,14
gdf6---bmpr1b,14
il12a---il12rb2,14
adm---ramp2,14
igf2---insr,14
vegfa---gpc1,14
gh2---ghr,14
gdf7---bmpr1a,14
fbn1---itgav,14
vegfa---nrp1,14
ntng2---lrrc4,14
ntn4---unc5a,14
il17a---il17rc,14
ntn4---dcc,14
ntn3---cdon,14
ifng---ifngr1,14
il16---kcnj10,14
il16---grin2c,14
l1cam---cntn1,14
gdf5---acvr2b,14
fga---itgb3,14
ccl16---hrh4,14
fga---itgb1,14
il15---il2rg,14
il15---il15ra,14
ntn1---adora2b,14
l1cam---itga5,14
psap---lrp1,14
gdf5---acvr1,14
gdf2---bmpr2,14
vcam1---itgb2,14
vcam1---itgb1,14
proc---procr,14
adam9---itgb5,14
adam9---itgb1,14
dcn---erbb4,14
dcn---egfr,14
adam9---itga3,14
lama1---itgb1,14
mln---mlnr,14
adam12---itgb1,14
adam12---sdc4,14
adam2---itgb1,14
adam15---itga9,14
adam15---itgb1,14
adam2---itga6,14
adam17---notch1,14
lama1---itga7,14
adam17---itgb1,14
adam12---itga9,14
gdf9---acvr2a,14
f2---thbd,14
il10---il10rb,14
lama2---rpsa,14
fat4---dchs1,14
nrtn---gfra1,14
nrtn---gfra2,14
gdf9---bmpr1b,14
f8---lrp1,14
vcam1---itgb7,14
scgb3a1---marco,14
lama2---itgb1,14
gdnf---gfra2,14
gdnf---gfra1,14
dcn---met,14
lama2---itga7,14
lama1---itga1,14
ihh---hhip,14
lama1---itga2,14
ihh---ptch1,14
gdf9---bmpr2,14
il21---il2rg,14
sema3f---nrp1,14
cxcl8---cxcr1,14
cxcl8---cxcr2,14
npw---npbwr2,14
il20---il20rb,14
il2---ngfr,14
il2---il2rg,14
icam1---itgam,14
psen1---ncstn,14
icam1---spn,14
icam2---itgal,14
icam2---itgam,14
icam3---itgal,14
icam4---itga2b,14
icam4---itga4,14
icam4---itgal,14
icam4---itgb1,14
il1rn---il1r2,14
il2---il2ra,14
angptl1---tek,14
sema3g---nrp2,14
sema3f---plxna3,14
il31---osmr,14
il3---il3ra,14
nppc---npr3,14
lgals3bp---itgb1,14
angpt1---tie1,14
egf---erbb4,14
amelx---lamp1,14
il24---il22ra1,14
il24---il20ra,14
il23a---il23r,14
il23a---il12rb1,14
lefty2---acvr2b,14
amh---amhr2,14
amh---acvr1,14
il22---il22ra1,14
iapp---ramp2,14
omg---lingo1,14
hspg2---col13a1,14
pspn---gfra4,14
ifna6---ifnar1,14
sema3a---plxna4,14
ppbp---cxcr1,14
sema3a---plxna2,14
ucn2---il10rb,14
sema3a---plxna1,14
pdgfc---pdgfrb,14
ifnb1---ifnar2,14
il1rn---il1r1,14
agrp---sdc3,14
vegfc---nrp2,14
agrp---mc5r,14
pdgfc---flt4,14
psen1---notch3,14
agrn---musk,14
psen1---notch2,14
lamb2---rpsa,14
psen1---notch1,14
ghrl---gpr39,14
icam5---itgb2,14
dlk2---notch1,14
dlk1---notch4,14
tslp---il7r,14
calr---itga3,14
calr---itgav,14
calr---mtnr1a,14
ifna10---ifnar1,14
calr---scarf1,14
il19---il20ra,14
ifna14---ifnar1,14
ifna2---ifnar1,14
nxph3---nrxn2,14
nxph3---nrxn1,14
nxph1---nrxn3,14
nxph1---nrxn2,14
nxph1---nrxn1,14
npy---prlhr,14
nts---sort1,14
il19---il20rb,14
calr---tshr,14
inhbc---acvr2b,14
btc---erbb3,14
bmp2---acvr2b,14
bgn---tlr4,14
mdk---sdc3,14
bmp2---bmpr2,14
inhbc---acvr2a,14
inha---tgfbr3,14
tac4---tacr2,14
nlgn3---nrxn3,14
inhba---acvr1b,14
wnt7a---fzd5,14
ccl7---ccr10,14
slit2---gpc1,14
grp---brs3,14
bmp5---bmpr1a,14
grem1---kdr,14
bdnf---sort1,14
wnt5a---ryk,14
inhba---tgfbr3,14
inhbb---acvr1b,14
mfge8---pdgfrb,14
bmp4---bmpr2,14
slit2---robo2,14
bdnf---ngfr,14
inhbb---acvr2a,14
bmp10---bmpr1b,14
bmp10---bmpr2,14
wnt7a---fzd9,14
nid1---ptprf,14
wnt5a---fzd3,14
bmp15---bmpr1a,14
mfge8---itgav,14
mfge8---itgb3,14
tac4---tacr3,14
cd80---cd28,14
wnt5a---ror1,14
bmp15---bmpr2,14
cd80---ctla4,14
fn1---itga2b,14
ccl5---sdc4,14
inhbb---acvr2b,14
cd86---ctla4,14
bgn---tlr2,14
cd24---selp,14
inhba---bambi,14
fn1---itgb1,14
ndp---lgr4,14
slit1---gpc1,14
rgma---neo1,14
ccl3---ccr3,14
oxt---avpr1b,14
rln2---rxfp1,14
chad---itgb1,14
spp1---itga4,14
ngf---sorcs3,14
ngf---sort1,14
efna3---ephb1,14
efna5---ephb6,14
inhba---acvr2a,14
ccl4---ccr3,14
nampt---insr,14
ccl4---ccr8,14
rln2---rxfp2,14
spink1---egfr,14
tac1---tacr3,14
inhba---acvr2b,14
ccl5---ackr4,14
reln---itgb1,14
tac3---tacr1,14
bmp6---acvr1,14
cxcl12---cd4,14
cd14---itga4,14
fn1---itgb7,14
bmp6---bmpr1a,14
chad---itga2,14
cdh1---itgb7,14
cdh1---ptprm,14
bmp6---bmpr1b,14
nlgn1---nrxn3,14
bmp7---acvr2a,14
slit2---sdc1,14
bmp7---acvr2b,14
gal---gpr151,14
nid1---itgb3,14
bmp7---bmpr1b,14
slit3---robo2,14
gzmb---igf2r,14
spp1---itga9,14
ndp---fzd4,14
wnt5a---lrp5,14
hspg2---ptprs,13
omg---rtn4r,13
iapp---ramp1,13
il24---il20rb,13
cd274---cd80,13
pmch---mchr2,13
colq---musk,13
inhbb---acvr1,13
amh---egfr,13
madcam1---itgb7,13
fgf12---fgfr1,13
icam4---itgb3,13
gnas---gcgr,13
fgf12---fgfr2,13
fgf12---fgfr3,13
fgf12---fgfr4,13
il2---cd53,13
icam3---itgad,13
icam3---clec4m,13
fgf13---fgfr1,13
fgf13---fgfr2,13
nectin2---cd226,13
podxl---sell,13
vip---adcyap1r1,13
fgf13---fgfr3,13
hspg2---itga2,13
icam1---itgax,13
il2---il2rb,13
fgf13---fgfr4,13
icam1---il2ra,13
fgf13---scn5a,13
ptn---plxnb2,13
ptn---ptprb,13
ptn---ptprs,13
cort---mrgprx2,13
cxcl8---ackr1,13
lcn1---lmbr1l,13
cp---slc40a1,13
iapp---ramp3,13
il22---il10ra,13
il22---il10rb,13
cd14---itgb1,13
pltp---abca1,13
tnc---itgav,13
tnc---ptprb,13
serpine1---lrp2,13
mmp9---lrp1,13
cdh1---igf1r,13
tnf---tnfrsf21,13
cd5l---cd5,13
hla-e---klrd1,13
mmp9---cd44,13
mmp7---cd44,13
cdh1---egfr,13
fgf19---klb,13
sema7a---itga1,13
efnb2---grm5,13
il4---cd53,13
mmp9---ephb2,13
